BackendTime,ch0sens,ch1sens,ch2sens,ch3sens,ch4sens,ch5sens,ch6sens,ch7sens,ch8sens,ch9sens,ch10sens,ch11sens,temp0,temp1,temp2,temp3,system_status,system_time
1748804279084.4912,1.0287435054779053,-0.08620437979698181,0.38299092650413513,-41147.0,-5143.0,-6855.0,-44360.0,1.888054609298706,-12.94156265258789,-13.277044296264648,-13.995821952819824,-6004.0,nan,nan,nan,nan,525313,206131
1748804279086.6301,1.032910943031311,-0.08620525151491165,0.38205376267433167,-41117.0,-5183.0,-6801.0,-44365.0,1.8892765045166016,-12.94192886352539,-13.276782989501953,-13.995647430419922,-5951.0,nan,nan,nan,nan,525313,206141
1748804279088.9734,1.032910943031311,-0.08620525151491165,0.38205376267433167,-41117.0,-5183.0,-6801.0,-44365.0,1.8892765045166016,-12.94192886352539,-13.276782989501953,-13.995647430419922,-5951.0,nan,nan,nan,nan,525313,206143
1748804279091.3835,1.0338586568832397,-0.08620444685220718,0.38642722368240356,-41150.0,-5167.0,-6795.0,-44400.0,1.8898874521255493,-12.942399978637695,-13.277935028076172,-13.99571704864502,-5990.0,nan,nan,nan,nan,525313,206145
1748804279114.8494,1.0360733270645142,-0.08620413392782211,0.3808042109012604,-41140.0,-5194.0,-6802.0,-44360.0,1.8871382474899292,-12.941754341125488,-13.277079582214355,-13.996379852294922,-5972.0,nan,nan,nan,nan,525313,206148
1748804279116.4268,1.0298219919204712,-0.08620407432317734,0.38049182295799255,-41156.0,-5197.0,-6795.0,-44366.0,1.8920255899429321,-12.94229507446289,-13.276992797851562,-13.995856285095215,-5977.0,nan,nan,nan,nan,525313,206152
1748804279118.0063,1.0270051956176758,-0.08620407432317734,0.38049182295799255,-41134.0,-5201.0,-6819.0,-44381.0,1.8846945762634277,-12.942277908325195,-13.276922225952148,-13.996432304382324,-6000.0,nan,nan,nan,nan,525313,206156
1748804279199.75,1.0335863828659058,-0.08620444685220718,0.39392462372779846,-41143.0,-5240.0,-6889.0,-44373.0,1.8898874521255493,-12.942435264587402,-13.276887893676758,-13.995315551757812,-5989.0,nan,nan,nan,nan,525313,206268
1748804279299.7554,1.034136176109314,-0.0862051248550415,0.3858024477958679,-41155.0,-5114.0,-6809.0,-44364.0,1.888970971107483,-12.94180679321289,-13.276992797851562,-13.995908737182617,-5999.0,nan,nan,nan,nan,525313,206368
1748804279400.584,1.0313822031021118,-0.08620308339595795,0.3961113393306732,-41154.0,-5099.0,-6834.0,-44346.0,1.8987457752227783,-12.941615104675293,-13.277323722839355,-13.99575138092041,-6002.0,nan,nan,nan,nan,525313,206469
1748804279501.0696,1.031523585319519,-0.08620549738407135,0.381428986787796,-41164.0,-5099.0,-6874.0,-44319.0,1.8868328332901,-12.942469596862793,-13.277079582214355,-13.99562931060791,-5999.0,nan,nan,nan,nan,525313,206570
1748804279601.12,1.030670166015625,-0.08620265126228333,0.3851776719093323,-41130.0,-5143.0,-6863.0,-44397.0,1.8959966897964478,-12.941737174987793,-13.276800155639648,-13.995996475219727,-5962.0,nan,nan,nan,nan,525313,206670
1748804279702.3518,1.0326701402664185,-0.08620413392782211,0.38299092650413513,-41130.0,-5062.0,-6809.0,-44360.0,1.8825563192367554,-12.941596984863281,-13.276625633239746,-13.996379852294922,-6009.0,nan,nan,nan,nan,525313,206771
1748804279802.726,1.034172773361206,-0.08620370179414749,0.38611483573913574,-41141.0,-5186.0,-6867.0,-44372.0,1.8990511894226074,-12.942225456237793,-13.27697467803955,-13.995978355407715,-5964.0,nan,nan,nan,nan,525313,206871
1748804279903.4402,1.0287487506866455,-0.08620506525039673,0.3842405080795288,-41181.0,-5173.0,-6809.0,-44390.0,1.8770580291748047,-12.941998481750488,-13.27730655670166,-13.99608325958252,-6021.0,nan,nan,nan,nan,525313,206972
