BackendTime,ch0sens,ch1sens,ch2sens,ch3sens,ch4sens,ch5sens,ch6sens,ch7sens,ch8sens,ch9sens,ch10sens,ch11sens,temp0,temp1,temp2,temp3,system_status,system_time
1748545550385.8176,1.0282983779907227,-0.0862058624625206,0.07934722304344177,-41193.0,-5178.0,-7286.0,-44369.0,-0.037571705877780914,-12.942574501037598,-13.277445793151855,-13.995803833007812,-6406.0,nan,0.0,0.0,0.0,525313,363622
1748545550389.175,1.0297644138336182,-0.08620493859052658,0.08778177201747894,-41175.0,-5216.0,-7261.0,-44407.0,-0.04001539573073387,-12.942155838012695,-13.277585983276367,-13.996501922607422,-6366.0,nan,0.0,0.0,0.0,525313,363634
1748545550390.9546,1.0282407999038696,-0.08620592951774597,0.08372069150209427,-41166.0,-5289.0,-7244.0,-44382.0,-0.040626317262649536,-12.942452430725098,-13.27791690826416,-13.996310234069824,-6335.0,nan,0.0,0.0,0.0,525313,363643
1748545550393.174,1.0282407999038696,-0.08620592951774597,0.08372069150209427,-41166.0,-5289.0,-7244.0,-44382.0,-0.040626317262649536,-12.942452430725098,-13.27791690826416,-13.996310234069824,-6335.0,nan,0.0,0.0,0.0,525313,363645
1748545550416.41,1.0298848152160645,-0.08620104193687439,0.08903133869171143,-41168.0,-5236.0,-7222.0,-44345.0,-0.031157026067376137,-12.9425048828125,-13.277167320251465,-13.99644947052002,-6348.0,nan,0.0,0.0,0.0,525313,363647
1748545550421.3997,1.0298848152160645,-0.08620104193687439,0.08903133869171143,-41168.0,-5236.0,-7222.0,-44345.0,-0.031157026067376137,-12.9425048828125,-13.277167320251465,-13.99644947052002,-6348.0,nan,0.0,0.0,0.0,525313,363649
1748545550423.2485,1.0299162864685059,-0.08620444685220718,0.08372069150209427,-41162.0,-5236.0,-7247.0,-44383.0,-0.03390617296099663,-12.941596984863281,-13.27751636505127,-13.996118545532227,-6356.0,nan,0.0,0.0,0.0,525313,363651
1748545550498.7725,1.031057596206665,-0.08620259165763855,0.085595041513443,-41166.0,-5185.0,-7311.0,-44399.0,-0.03848809003829956,-12.9425048828125,-13.277812957763672,-13.997200012207031,-6312.0,nan,0.0,0.0,0.0,525313,363755
1748545550599.2205,1.0312565565109253,-0.08620413392782211,0.07903483510017395,-41158.0,-5213.0,-7255.0,-44416.0,-0.03940447419881821,-12.942435264587402,-13.277899742126465,-13.996537208557129,-6240.0,nan,0.0,0.0,0.0,525313,363855
1748545550700.0247,1.0306020975112915,-0.0862027108669281,0.07184985280036926,-41202.0,-5213.0,-7239.0,-44427.0,-0.03940447419881821,-12.942696571350098,-13.277620315551758,-13.996188163757324,-6344.0,nan,0.0,0.0,0.0,525313,363956
1748545550801.2236,1.0302932262420654,-0.08620407432317734,0.08465787023305893,-41163.0,-5211.0,-7228.0,-44366.0,-0.0360444001853466,-12.942120552062988,-13.277777671813965,-13.99728775024414,-6402.0,nan,0.0,0.0,0.0,525313,364057
1748545550901.7383,1.0309842824935913,-0.08620432019233704,0.08372069150209427,-41199.0,-5270.0,-7236.0,-44382.0,-0.03146248683333397,-12.941789627075195,-13.27779483795166,-13.996520042419434,-6230.0,nan,0.0,0.0,0.0,525313,364158
1748545551004.2695,1.0303717851638794,-0.0862061157822609,0.08465787023305893,-41149.0,-5251.0,-7253.0,-44399.0,-0.04307000711560249,-12.942155838012695,-13.278265953063965,-13.995908737182617,-6352.0,nan,0.0,0.0,0.0,525313,364259
1748545551104.2112,1.0269581079483032,-0.08620481193065643,0.08778177201747894,-41169.0,-5263.0,-7305.0,-44384.0,-0.037877168506383896,-12.942435264587402,-13.27824878692627,-13.996711730957031,-6306.0,nan,0.0,0.0,0.0,525313,364360
1748545551203.8765,1.0288429260253906,-0.08620568364858627,0.09246763586997986,-41153.0,-5265.0,-7233.0,-44383.0,-0.03940447419881821,-12.942155838012695,-13.277987480163574,-13.996606826782227,-6237.0,nan,0.0,0.0,0.0,525313,364460
1748545551303.8625,1.0295287370681763,-0.08620401471853256,0.09121806919574738,-41176.0,-5303.0,-7240.0,-44383.0,-0.040626317262649536,-12.942452430725098,-13.277132034301758,-13.996432304382324,-6219.0,nan,0.0,0.0,0.0,525313,364560
1748545551407.177,1.0279790163040161,-0.08620426058769226,0.08028439432382584,-41147.0,-5311.0,-7222.0,-44356.0,-0.032378870993852615,-12.942208290100098,-13.277620315551758,-13.997218132019043,-6237.0,nan,0.0,0.0,0.0,525313,364661
1748545551507.1328,1.0307120084762573,-0.08620382845401764,0.07216224074363708,-41157.0,-5328.0,-7209.0,-44410.0,-0.04215362295508385,-12.942418098449707,-13.277655601501465,-13.996397972106934,-6215.0,nan,0.0,0.0,0.0,525313,364762
1748545551608.0088,1.0298324823379517,-0.08620370179414749,0.08309591561555862,-41188.0,-5161.0,-7335.0,-44366.0,-0.036655325442552567,-12.942103385925293,-13.277620315551758,-13.996484756469727,-6226.0,nan,0.0,0.0,0.0,525313,364863
1748545551707.018,1.0322461128234863,-0.08620332926511765,0.0768480971455574,-41162.0,-5169.0,-7296.0,-44378.0,-0.033600714057683945,-12.9427490234375,-13.27751636505127,-13.995978355407715,-6161.0,nan,0.0,0.0,0.0,525313,364963
1748545551807.029,1.028272271156311,-0.0862046331167221,0.07872244715690613,-41167.0,-5265.0,-7256.0,-44406.0,-0.04154270142316818,-12.942365646362305,-13.27742862701416,-13.995664596557617,-6202.0,nan,0.0,0.0,0.0,525313,365063
1748545551907.3232,1.0281308889389038,-0.0862056165933609,0.08778177201747894,-41181.0,-5185.0,-7245.0,-44389.0,-0.0412372387945652,-12.941911697387695,-13.277289390563965,-13.996310234069824,-6183.0,nan,0.0,0.0,0.0,525313,365163
1748545552008.3657,1.0283455848693848,-0.08620382845401764,0.08778177201747894,-41173.0,-5201.0,-7299.0,-44380.0,-0.039099011570215225,-12.942487716674805,-13.277027130126953,-13.99632740020752,-6221.0,nan,0.0,0.0,0.0,525313,365264
1748545552110.3606,1.0266387462615967,-0.0862056165933609,0.08465787023305893,-41171.0,-5186.0,-7198.0,-44384.0,-0.04001539573073387,-12.94287109375,-13.277445793151855,-13.996379852294922,-6218.0,nan,0.0,0.0,0.0,525313,365364
