BackendTime,ch0sens,ch2sens,ch7sens
1748106878827.587,1.0509999990463257,0.65320885181427,0.546775221824646
1748106878829.5422,1.0525026321411133,0.6588318943977356,0.554411768913269
1748106878831.175,1.052743434906006,0.6563327312469482,0.5486080050468445
1748106878833.1116,1.051916241645813,0.6475858092308044,0.5547172427177429
1748106878834.9546,1.0509947538375854,0.6516469120979309,0.558688223361969
1748106878837.0117,1.0509319305419922,0.6547707915306091,0.5443315505981445
1748106878904.9229,1.051235556602478,0.6438371539115906,0.5541062951087952
1748106879002.639,1.0539947748184204,0.6522716879844666,0.5571609139442444
1748106879103.5886,1.0518063306808472,0.6453990936279297,0.5446370244026184
1748106879205.8845,1.0525339841842651,0.6463362574577332,0.5507462620735168
1748106879403.695,1.0510680675506592,0.6588318943977356,0.5440260767936707
1748106879405.4656,1.050617814064026,0.6603938341140747,0.5519680976867676
1748106879508.295,1.052068114280701,0.6535212397575378,0.551051676273346
1748106879608.2144,1.0538638830184937,0.6575823426246643,0.5571609139442444
1748106879707.0066,1.05070161819458,0.6500849723815918,0.5446370244026184
1748106879807.754,1.0546858310699463,0.6607062220573425,0.5611318945884705
1748106879910.5874,1.0537853240966797,0.6503973603248596,0.558688223361969
1748106880008.8823,1.0544660091400146,0.6541460156440735,0.5446370244026184
1748106880111.2136,1.0520366430282593,0.6660168766975403,0.5513571500778198
1748106880213.1611,1.0530942678451538,0.6569575667381287,0.5464698076248169
1748106880310.6238,1.0527381896972656,0.6541460156440735,0.554411768913269
1748106880413.9216,1.0501989126205444,0.6566451787948608,0.5428042411804199
1748106880514.1414,1.0528167486190796,0.6603938341140747,0.5470806956291199
1748106880614.2446,1.0501255989074707,0.6522716879844666,0.546775221824646
1748106880714.196,1.055068016052246,0.6538336277008057,0.5574663877487183
1748106880813.2898,1.0545811653137207,0.6450867056846619,0.5513571500778198
1748106880915.9746,1.0540785789489746,0.6435247659683228,0.5507462620735168
1748106881014.2275,1.0537434816360474,0.6597690582275391,0.5513571500778198
1748106881118.2136,1.0521780252456665,0.6572699546813965,0.5516626238822937
1748106881214.1453,1.05089008808136,0.6525840759277344,0.5458588600158691
1748106881315.568,1.0527381896972656,0.655083179473877,0.5553281307220459
1748106881414.089,1.0509214401245115,0.6478981971740723,0.5553281307220459
1748106881514.4065,1.0498743057250977,0.6413379907608032,0.5519680976867676
1748106881614.9873,1.0490000247955322,0.6482105851173401,0.5519680976867676
1748106881719.011,1.051371693611145,0.6482105851173401,0.5476916432380676
1748106881818.134,1.0503665208816528,0.6522716879844666,0.5596045851707458
1748106881919.8013,1.0525811910629272,0.6425875425338745,0.5592991709709167
1748106882021.047,1.054068088531494,0.6507097482681274,0.5483025312423706
1748106882118.8616,1.055303692817688,0.6541460156440735,0.5486080050468445
1748106882220.1074,1.0545759201049805,0.6610186100006104,0.5483025312423706
1748106882323.3083,1.0536963939666748,0.6485229730606079,0.5565500259399414
1748106882420.7383,1.0546334981918335,0.6557079553604126,0.5513571500778198
1748106882522.11,1.0545549392700195,0.6472734212875366,0.5608264803886414
1748106882621.103,1.0549371242523191,0.6547707915306091,0.5571609139442444
1748106882722.06,1.0548639297485352,0.6472734212875366,0.5534954071044922
1748106882823.0886,1.0548481941223145,0.6510221362113953,0.558077335357666
1748106882924.0117,1.055282711982727,0.6488353610038757,0.5562445521354675
1748106883025.2546,1.0511256456375122,0.6578947305679321,0.5541062951087952
1748106883124.8977,1.0521570444107056,0.6488353610038757,0.5534954071044922
1748106883225.999,1.0530470609664917,0.6472734212875366,0.5577718615531921
1748106883326.2102,1.0531203746795654,0.6494601368904114,0.5516626238822937
1748106883427.515,1.051392674446106,0.6582071185112,0.5550227165222168
1748106883527.673,1.0564345121383667,0.6544584035873413,0.5632701516151428
1748106883627.2344,1.054387450218201,0.6510221362113953,0.5626592040061951
1748106883728.22,1.057408332824707,0.6582071185112,0.5550227165222168
1748106883828.5898,1.0526858568191528,0.6547707915306091,0.5501353144645691
1748106883929.7007,1.0534188747406006,0.6469610333442688,0.5498298406600952
1748106884031.2002,1.0509947538375854,0.6575823426246643,0.5476916432380676
1748106884130.9397,1.0517486333847046,0.649772584438324,0.5559390783309937
1748106884232.121,1.0532199144363403,0.6525840759277344,0.550440788269043
1748106884330.9202,1.051031470298767,0.6519593000411987,0.5562445521354675
1748106884431.4453,1.050790548324585,0.6428999900817871,0.5608264803886414
1748106884533.0908,1.0519843101501465,0.6560203433036804,0.5592991709709167
1748106884633.2605,1.053429365158081,0.644774317741394,0.5513571500778198
1748106884732.8665,1.0549581050872805,0.6522716879844666,0.5431097149848938
1748106884833.6533,1.0542618036270142,0.6544584035873413,0.558077335357666
1748106884934.2231,1.0539580583572388,0.6560203433036804,0.5501353144645691
1748106885034.6704,1.0531936883926392,0.6397760510444641,0.5528844594955444
1748106885136.587,1.0536125898361206,0.649772584438324,0.5596045851707458
1748106885236.9717,1.0515130758285522,0.6585195064544678,0.5507462620735168
1748106885337.711,1.0526072978973389,0.6460238695144653,0.5599100589752197
1748106885439.3572,1.0524659156799316,0.6535212397575378,0.562353789806366
1748106885539.178,1.0539580583572388,0.644774317741394,0.5559390783309937
1748106885638.702,1.052691102027893,0.6569575667381287,0.5550227165222168
1748106885746.7246,1.0542250871658323,0.6525840759277344,0.5599100589752197
1748106885840.109,1.0540785789489746,0.6553955674171448,0.5599100589752197
1748106885942.5815,1.0526492595672607,0.6491477489471436,0.554411768913269
1748106886042.6838,1.0521361827850342,0.6494601368904114,0.5574663877487183
1748106886144.6304,1.0529528856277466,0.6472734212875366,0.5495244264602661
1748106886241.992,1.0535235404968262,0.6485229730606079,0.5489134788513184
1748106886343.665,1.0529476404190063,0.6588318943977356,0.5571609139442444
1748106886444.4243,1.0525707006454468,0.6435247659683228,0.5538008809089661
1748106886543.3696,1.0550156831741333,0.6503973603248596,0.5574663877487183
1748106886644.6038,1.05514657497406,0.6503973603248596,0.558077335357666
1748106886745.3462,1.0525707006454468,0.6444619297981262,0.5556336045265198
1748106886846.2778,1.0543664693832395,0.6535212397575378,0.5562445521354675
1748106886946.8782,1.0534764528274536,0.655083179473877,0.546775221824646
1748106887048.917,1.0508010387420654,0.6513345241546631,0.558688223361969
1748106887147.638,1.0540941953659058,0.6397760510444641,0.5486080050468445
1748106887250.0771,1.0499215126037598,0.6419627666473389,0.5513571500778198
1748106887350.6824,1.0513036251068115,0.6516469120979309,0.5553281307220459
1748106887454.0825,1.051701545715332,0.6541460156440735,0.5516626238822937
1748106887554.9033,1.051507830619812,0.6472734212875366,0.5501353144645691
1748106887654.256,1.0525392293930054,0.6475858092308044,0.5599100589752197
1748106887753.9453,1.0518115758895874,0.6538336277008057,0.5605210065841675
1748106887855.0813,1.0503193140029907,0.6544584035873413,0.5571609139442444
1748106887955.6848,1.0537382364273071,0.6485229730606079,0.5577718615531921
1748106888059.1904,1.052670121192932,0.6491477489471436,0.5589936971664429
1748106888157.835,1.0505026578903198,0.6553955674171448,0.550440788269043
1748106888258.1948,1.0514659881591797,0.6457114815711975,0.5562445521354675
1748106888361.2178,1.0490000247955322,0.6535212397575378,0.5577718615531921
1748106888459.5515,1.0506911277770996,0.6503973603248596,0.5562445521354675
1748106888559.5854,1.0525444746017456,0.6469610333442688,0.5592991709709167
1748106888660.797,1.0509371757507324,0.6453990936279297,0.5571609139442444
1748106888761.9038,1.0491414070129397,0.6535212397575378,0.5522735714912415
1748106888861.4463,1.0536491870880127,0.649772584438324,0.5574663877487183
1748106888963.3247,1.051722526550293,0.6607062220573425,0.5507462620735168
1748106889063.7903,1.0494712591171265,0.6525840759277344,0.5519680976867676
1748106889165.9043,1.0483298301696775,0.6503973603248596,0.5553281307220459
1748106889265.855,1.0527276992797852,0.635090172290802,0.5592991709709167
1748106889365.1511,1.0544345378875732,0.6507097482681274,0.5760995149612427
1748106889467.5403,1.052471160888672,0.6432123780250549,0.5592991709709167
1748106889567.4146,1.0514920949935913,0.6503973603248596,0.5516626238822937
1748106889668.6606,1.0506073236465454,0.6422751545906067,0.5565500259399414
1748106889767.692,1.0559790134429932,0.6503973603248596,0.5568554401397705
1748106889870.0825,1.0522303581237793,0.6513345241546631,0.5592991709709167
1748106889969.6404,1.0497748851776123,0.6578947305679321,0.5647974610328674
1748106890071.1172,1.0500156879425049,0.6475858092308044,0.5571609139442444
