BackendTime,ch0sens,ch2sens,ch7sens,ch2plus7
86.0933173828125,1.0205445289611816,0.7278702259063721,1.782059669494629,2.509929895401001
86.19436010742187,1.0176125764846802,0.7153745889663696,1.7817542552947998,2.4971288442611694
86.295423828125,1.016890048980713,0.7169365286827087,1.7872525453567505,2.5041890740394592
86.39795190429687,1.015382170677185,0.7131878733634949,1.7817542552947998,2.4949421286582947
86.49919970703125,1.018151879310608,0.7197480797767639,1.7869470119476318,2.5066950917243958
86.60008447265625,1.017586350440979,0.7275578379631042,1.7829760313034058,2.51053386926651
86.70041162109375,1.0178167819976809,0.7150622010231018,1.7841979265213013,2.499260127544403
86.80129736328125,1.0208271741867063,0.7241215109825134,1.7796159982681274,2.503737509250641
86.89818701171875,1.0174816846847534,0.7347428202629089,1.7728958129882812,2.50763863325119
86.99895263671876,1.0172669887542725,0.7350552082061768,1.7765613794326782,2.511616587638855
87.09985180664063,1.0194659233093262,0.7203728556632996,1.7875579595565796,2.507930815219879
87.20293725585938,1.0196963548660278,0.7219347953796387,1.782365083694458,2.5042998790740967
87.3044423828125,1.015209436416626,0.7122507095336914,1.7845033407211304,2.4967540502548218
87.40434887695312,1.0182983875274658,0.7035037279129028,1.808940291404724,2.512444019317627
87.5050009765625,1.01857590675354,0.7013170123100281,1.784808874130249,2.486125886440277
87.6049296875,1.01664400100708,0.6935072541236877,1.7872525453567505,2.4807597994804382
87.70328564453125,1.0170156955718994,0.7010046243667603,1.7808377742767334,2.4818423986434937
87.80426904296876,1.0229634046554563,0.7035037279129028,1.7808377742767334,2.4843415021896362
87.90611962890625,1.0198220014572144,0.6950691938400269,1.786336064338684,2.481405258178711
88.005169921875,1.0196282863616943,0.7000674605369568,1.7903071641921997,2.4903746247291565
88.10631689453125,1.0206596851348877,0.7006922364234924,1.793667197227478,2.4943594336509705
88.2070283203125,1.0189790725708008,0.7081896066665649,1.7939726114273071,2.502162218093872
88.30936840820313,1.020952820777893,0.6963187456130981,1.7866415977478027,2.482960343360901
88.41080908203125,1.0200209617614746,0.7075648307800293,1.786336064338684,2.4939008951187134
88.50816674804688,1.019764423370361,0.6969435214996338,1.7958054542541504,2.492748975753784
88.60917309570313,1.0194345712661743,0.6953815817832947,1.7869470119476318,2.4823285937309265
