BackendTime,ch0sens,ch1sens,ch2sens,ch3sens,ch4sens,ch5sens,ch6sens,ch7sens,ch8sens,ch9sens,ch10sens,ch11sens,temp0,temp1,temp2,temp3,system_status,system_time
1748794234231.7922,1.0318048000335693,1.0098114013671875,-9305.0,-8863.0,-7296.0,354.0,-42469.0,0.20735415816307068,-42039.0,-41224.0,-40221.0,-6760.0,0.0,nan,nan,nan,524289,3824
1748794234235.8274,1.0318223237991333,1.0099235773086548,-9310.0,-8881.0,-7316.0,341.0,-42503.0,0.2015482485294342,-42039.0,-41270.0,-40221.0,-6767.0,0.0,nan,nan,nan,524289,3828
1748794234242.232,1.0318145751953125,1.009915828704834,-9310.0,-8838.0,-7372.0,386.0,-42486.0,0.21481890976428986,-42051.0,-41252.0,-40189.0,-6759.0,0.0,nan,nan,nan,524289,3834
1748794234245.2341,1.0317580699920654,1.009861707687378,-9318.0,-8864.0,-7378.0,421.0,-42490.0,0.20984241366386414,-42026.0,-41237.0,-40206.0,-6785.0,0.0,nan,nan,nan,524289,3838
1748794234249.1826,1.0318456888198853,1.0099371671676636,-9319.0,-8885.0,-7315.0,442.0,-42468.0,0.20237766206264496,-42032.0,-41233.0,-40196.0,-6777.0,0.0,nan,nan,nan,524289,3842
1748794234275.491,1.0318106412887573,1.009921669960022,-9302.0,-8851.0,-7272.0,383.0,-42478.0,0.2128836065530777,-42011.0,-41207.0,-40208.0,-6813.0,0.0,nan,nan,nan,524289,3868
1748794234279.6255,1.0317034721374512,1.0098365545272827,-9278.0,-8874.0,-7330.0,388.0,-42453.0,0.21011888980865479,-42014.0,-41252.0,-40185.0,-6771.0,0.0,nan,nan,nan,524289,3872
1748794234290.1016,1.0317268371582031,1.0098830461502075,-9240.0,-8881.0,-7312.0,304.0,-42470.0,0.20873652398586273,-42015.0,-41239.0,-40223.0,-6783.0,0.0,nan,nan,nan,524289,3878
1748794234352.6792,1.0317912101745605,1.0099313259124756,-9282.0,-8854.0,-7372.0,380.0,-42470.0,0.20348355174064636,-42036.0,-41242.0,-40208.0,-6763.0,0.0,nan,nan,nan,524289,3946
1748794234452.963,1.0317424535751343,1.009865641593933,-9280.0,-8861.0,-7398.0,341.0,-42473.0,0.20735415816307068,-42052.0,-41231.0,-40215.0,-6772.0,0.0,nan,nan,nan,524289,4046
